,Şəhər,Sürətlər qutusu,Marka,Ötürücü,Model,Yeni,Buraxılış ili,Yürüş,Yerlərin sayı,Ban növü,Sahiblər,Rəng,Hansı bazar üçün yığılıb,Avtosalon,price,Motor,At gücü,Yanacaq,Yüngül lehimli disklər,Mərkəzi qapanma,Dəri salon,Oturacaqların ventilyasiyası,ABS,Park radarı,Ksenon lampalar,Lyuk,Kondisioner,Arxa görüntü kamerası,Yağış sensoru,Oturacaqların isidilməsi,Yan pərdələr
8655,Bakı,Avtomat,BMW,Arxa,535,Xeyr,2007,193000,5,Sedan,2,Qara,Avropa,No,43860.0,3.0,272.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
8656,Bakı,Avtomat,Mini,Tam,Clubman,Xeyr,2017,143000,5,"Universal, ",2,Qara,Amerika,No,29900.0,2.0,272.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,False
8681,Bakı,Avtomat,Lynk & Co,Tam,09,Bəli,2024,0,7,Offroader ,0,Qara,Avropa,Yes,79900.0,2.0,254.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,False,True
8682,Bakı,Avtomat,Land Rover,Tam,Discovery,Xeyr,2006,415000,5,Offroader ,2,Qara,Avropa,Yes,22900.0,2.7,190.0,Dizel,False,True,True,True,True,True,True,True,True,True,True,True,True
8684,Bakı,Avtomat,Lexus,Tam,GX 460,Xeyr,2010,179800,5,Offroader ,2,Qara,Rəsmi diler,Yes,50620.9,4.6,296.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
8685,Bakı,Mexaniki,JMC,Tam,Grand Avenue,Bəli,2024,0,5,"Pikap, ikiqat kabin",0,Qara,Digər,Yes,53000.0,2.3,170.0,Dizel,True,True,True,False,True,True,False,False,True,True,False,False,False
8686,Bakı,Avtomat,Toyota,Tam,Land Cruiser Prado,Xeyr,2022,36000,7,Offroader ,1,Ağ,Rəsmi diler,No,101830.0,2.8,204.0,Dizel,False,False,False,False,False,False,False,False,False,False,False,False,False
8687,Bakı,Avtomat,Lexus,Tam,LX 470,Xeyr,2007,127000,7,Offroader ,2,Qara,Avropa,Yes,31800.0,4.7,275.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
8689,Bakı,Avtomat,Mercedes,Arxa,V 250,Bəli,2023,0,7,Minivan,0,Qara,Rəsmi diler,Yes,154856.0,2.0,197.0,Dizel,True,True,True,False,True,True,True,True,True,True,True,True,False
8692,Bakı,Avtomat,Toyota,Tam,RAV4,Xeyr,2021,78300,5,Offroader ,1,Yaş Asfalt,Amerika,No,52360.0,2.5,218.0,Hibrid,True,True,False,False,True,False,False,False,True,True,True,False,False
8694,Zaqatala,Avtomat,BMW,Arxa,520,Xeyr,2015,201100,4,Sedan,1,Ağ,Avropa,No,32130.0,2.0,190.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
8695,Bakı,Reduktor,DongFeng,Ön,EQ 220,Xeyr,2022,66000,5,Offroader ,1,Ağ,Çin,No,17900.0,0.0,450.0,Elektro,False,True,False,False,True,False,False,False,True,True,False,False,False
8697,Bakı,Mexaniki,GAZ,Arxa,53,Xeyr,2003,53000,5,Yük maşını,2,Yaşıl,Rusiya,No,4100.0,4.2,150.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
8698,Bakı,Avtomat,Mercedes,Arxa,E 220 d,Xeyr,2007,315000,5,Sedan,2,Bej,Avropa,No,20400.0,2.2,170.0,Dizel,False,False,False,False,False,False,False,False,False,False,False,False,False
8699,Bakı,Mexaniki,GAZ,Ön,M-21,Xeyr,1960,123456,5,Kabriolet,0,Ağ,Digər,No,42500.0,2.4,76.0,Benzin,False,False,True,False,False,False,False,False,False,False,False,False,False
8700,Bakı,Avtomat,Nissan,Ön,Sunny,Xeyr,2004,350000,5,Sedan,2,Yaşıl,Avropa,No,7500.0,1.6,120.0,Benzin,True,True,False,False,True,False,True,False,True,True,False,False,False
8701,Bakı,Avtomat,Mercedes,Arxa,C 63 AMG,Xeyr,2018,36000,5,Sedan,2,Qara,Amerika,No,75310.0,4.0,476.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
8704,Bakı,Avtomat,BMW,Tam,530e,Xeyr,2021,60500,5,Sedan,1,Qara,Amerika,No,71400.0,2.0,292.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,False
8705,Bakı,Avtomat,Hyundai,Ön,i30,Xeyr,2012,260000,5,"Hetçbek, ",1,Ağ,Koreya,No,18500.0,1.6,128.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
8708,Bakı,Avtomat,Land Rover,Tam,Range Rover,Xeyr,2016,54000,5,Offroader ,2,Qara,Amerika,No,106250.0,3.0,340.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
8714,Bakı,Mexaniki,Mercedes,Arxa,Sprinter 311,Xeyr,2007,350000,3,Yük maşını,1,Ağ,Avropa,No,25800.0,2.2,125.0,Dizel,True,True,False,True,True,False,True,False,False,False,False,False,False
8715,Bakı,Mexaniki,Ford,Arxa,Transit,Xeyr,2011,220154,3,Furqon,2,Ağ,Avropa,No,28800.0,2.4,140.0,Dizel,False,False,False,False,True,True,False,False,True,False,False,False,True
8717,Bakı,Mexaniki,Hyundai,Ön,i30,Xeyr,2010,236900,5,"Hetçbek, ",2,Yaş Asfalt,Avropa,No,14900.0,1.6,116.0,Dizel,True,True,False,False,True,True,True,False,True,True,True,False,False
8718,Bakı,Avtomat,Kia,Tam,Sportage,Xeyr,2011,200980,5,Offroader ,2,Ağ,Koreya,No,25600.0,2.0,184.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
8719,Bakı,Mexaniki,Ford,Ön,Transit,Xeyr,2011,203819,5,Furqon,1,Ağ,Digər,No,17000.0,2.2,140.0,Dizel,True,False,False,False,True,False,False,False,True,False,True,True,False
8721,Bakı,Mexaniki,Daewoo,Ön,Nexia,Xeyr,1998,28000,5,Sedan,0,Ağ,Koreya,No,3700.0,1.5,75.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
8722,Bakı,Avtomat,LADA (VAZ),Ön,Granta,Xeyr,2021,105000,5,Sedan,2,Qara,Rusiya,No,15595.0,1.6,106.0,Benzin,True,False,False,False,False,True,True,False,True,True,False,True,False
8728,Bakı,Avtomat,Hyundai,Tam,Santa Fe,Xeyr,2014,106000,5,Offroader ,2,Qara,Avropa,No,30700.0,2.4,175.0,Benzin,True,True,False,True,True,True,True,False,True,True,True,True,True
8731,Sumqayıt,Avtomat,Volvo,Arxa,FH 13,Xeyr,2008,1080908,2,Dartqı,1,Sarı,Avropa,No,37000.0,12.0,440.0,Dizel,True,False,True,False,True,True,True,True,True,False,True,False,False
8733,Bakı,Avtomat,Toyota,Tam,Land Cruiser,Xeyr,2012,134900,7,Offroader ,2,Ağ,Digər,No,50150.0,4.0,282.0,Benzin,True,True,True,False,True,False,True,True,True,True,False,True,True
8757,Bakı,Avtomat,BMW,Arxa,530,Xeyr,2017,91400,5,Sedan,2,Yaş Asfalt,Amerika,No,56950.0,2.0,249.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
8758,Bakı,Avtomat,Hyundai,Ön,Grandeur,Xeyr,2017,158052,5,Sedan,1,Qara,Koreya,No,38400.0,2.2,202.0,Dizel,True,True,True,True,True,True,True,False,True,True,True,True,False
8759,Bakı,Avtomat,Kia,Ön,Optima,Xeyr,2017,134000,5,Sedan,1,Yaş Asfalt,Amerika,Yes,32800.0,2.0,274.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
8760,Bakı,Avtomat,Jeep,Tam,Grand Cherokee,Xeyr,2016,118000,5,Offroader ,2,Qara,Rəsmi diler,Yes,66130.0,3.0,241.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
8764,Bakı,Avtomat,Mercedes,Arxa,C 240,Xeyr,2000,188000,5,Sedan,2,Gümüşü,Digər,No,11300.0,2.6,170.0,Benzin,True,False,False,False,True,True,False,False,True,False,True,True,False
8765,Bakı,Avtomat,BMW,Arxa,528,Xeyr,2012,150000,5,Sedan,2,Ağ,Digər,No,26800.0,2.0,245.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,False,False
8770,Bakı,Avtomat,Hyundai,Ön,Grandeur,Xeyr,2015,132000,5,Sedan,2,Qara,Koreya,No,31500.0,2.2,203.0,Dizel,True,True,True,True,True,True,False,True,True,True,True,True,False
8786,Bakı,Avtomat,Nissan,Tam,Qashqai,Xeyr,2010,150000,5,Offroader ,2,Ağ,Avropa,No,22800.0,2.0,140.0,Benzin,True,True,True,False,True,True,True,False,True,True,True,True,False
8787,Bakı,Mexaniki,Ford,Ön,Tourneo Connect,Xeyr,2006,515000,5,Kompakt-Van,2,Gümüşü,Digər,No,12400.0,1.8,90.0,Dizel,False,True,False,False,True,False,False,False,True,True,False,False,True
8788,Bakı,Avtomat,Changan,Ön,CS 55 Plus,Xeyr,2023,7300,5,Offroader ,2,Qara,Avropa,No,39000.0,1.5,180.0,Benzin,True,False,True,False,True,True,False,True,True,True,True,False,False
8789,Bakı,Avtomat,BMW,Arxa,730,Xeyr,2012,244000,5,Sedan,2,Ağ,Avropa,No,31450.0,3.0,258.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
8790,Bakı,Avtomat,Hyundai,Ön,Elantra,Xeyr,2018,119091,4,Sedan,1,Boz,Amerika,No,26500.0,2.0,150.0,Benzin,True,True,False,False,True,False,False,False,True,True,True,True,False
8791,Bakı,Avtomat,Kia,Arxa,Optima,Xeyr,2015,244620,5,Sedan,2,Qara,Amerika,No,21000.0,2.4,180.0,Benzin,True,False,False,False,True,False,False,False,True,True,True,False,False
8792,Bakı,Avtomat,Kia,Ön,Sportage,Xeyr,2019,205000,5,Offroader ,2,Ağ,Koreya,Yes,33500.0,2.0,185.0,Dizel,False,False,False,False,False,False,False,False,False,False,False,False,False
8797,Bakı,Avtomat,Toyota,Tam,Land Cruiser Prado,Xeyr,2021,51600,5,Offroader ,2,Qara,Rəsmi diler,Yes,91420.9,2.8,200.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,False
8799,Bakı,Avtomat,Honda,Tam,CR-V,Xeyr,2020,40000,5,Offroader ,2,Ağ,Rəsmi diler,No,52000.0,2.4,180.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
8803,Bakı,Avtomat,BMW,Arxa,530,Xeyr,2017,107000,5,Sedan,1,Qara,Amerika,No,55930.0,2.0,249.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,False,False
8804,Goranboy,Avtomat,Toyota,Ön,Corolla,Xeyr,2014,134000,5,Sedan,2,Ağ,Avropa,No,25000.0,1.6,124.0,Benzin,True,True,False,False,True,False,True,False,True,False,True,False,False
8805,Bakı,Avtomat,BMW,Arxa,525,Xeyr,2000,420000,5,Sedan,3,Gümüşü,Avropa,No,13300.0,2.5,192.0,Benzin,True,True,True,False,True,True,True,True,True,False,True,True,False
8825,Bakı,Avtomat,Toyota,Ön,Corolla,Xeyr,2019,124875,5,Sedan,1,Ağ,Rəsmi diler,No,32400.0,1.6,124.0,Benzin,True,True,False,False,True,False,True,False,True,True,True,False,False
8827,Bakı,Avtomat,Land Rover,Tam,Range Rover,Xeyr,2017,120000,5,Offroader ,2,Qara,Digər,No,88400.0,3.0,340.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
8828,Bakı,Avtomat,Land Rover,Tam,Range Rover,Xeyr,2013,140000,4,Offroader ,1,Qara,Rəsmi diler,No,98600.0,5.0,510.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
8829,Bakı,Avtomat,Changan,Ön,CS 85,Xeyr,2020,59500,4,SUV Kupe,1,Ağ,Digər,No,35900.0,2.0,233.0,Benzin,True,True,True,False,True,True,False,True,True,True,True,True,False
8830,Bakı,Avtomat,Mercedes,Arxa,C 180,Xeyr,2022,23900,5,Sedan,2,Yaş Asfalt,Avropa,Yes,81220.9,1.5,170.0,Hibrid,True,True,True,False,True,True,True,True,True,True,True,True,False
8831,Bakı,Avtomat,Geely,Tam,Monjaro,Bəli,2024,0,5,Offroader ,0,Boz,Rəsmi diler,Yes,64900.0,2.0,238.0,Benzin,True,True,True,True,True,True,False,True,True,True,True,True,False
8833,Bakı,Mexaniki,DFSK,Arxa,C-35,Bəli,2024,0,5,Furqon,0,Ağ,Digər,Yes,30200.0,1.5,115.0,Benzin,False,True,False,False,True,False,False,False,True,False,False,False,False
8834,Bakı,Mexaniki,Ford,Arxa,Transit,Xeyr,2001,350000,3,Yük maşını,1,Ağ,Avropa,No,27800.0,2.4,120.0,Dizel,False,False,False,False,True,False,False,False,False,False,False,False,False
8837,Goranboy,Avtomat,Ford,Ön,Transit,Xeyr,2010,214055,3,Yük maşını,1,Ağ,Avropa,No,29500.0,2.4,120.0,Dizel,False,False,False,False,False,False,False,False,False,False,False,False,False
8839,Bakı,Avtomat,Nissan,Ön,Altima,Xeyr,2014,237000,5,Sedan,1,Ağ,Digər,No,18900.0,2.5,182.0,Benzin,True,True,False,False,True,True,True,False,True,True,True,True,True
8840,Xaçmaz,Mexaniki,LADA (VAZ),Ön,21099,Xeyr,2005,193000,5,Sedan,2,Gümüşü,Rusiya,No,6400.0,1.6,82.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
8842,Bakı,Mexaniki,Mercedes,Ön,Vito,Xeyr,2007,277000,3,Furqon,1,Qara,Avropa,No,21700.0,2.2,116.0,Dizel,True,True,False,False,True,False,False,False,True,True,True,False,False
8843,Gəncə,Mexaniki,LADA (VAZ),Arxa,2106,Xeyr,1985,90000,5,Sedan,2,Mavi,Rusiya,No,3150.0,1.3,65.0,Benzin,True,False,False,False,False,False,False,False,False,False,False,False,False
8844,Bakı,Avtomat,BMW,Arxa,740,Xeyr,2021,35000,5,Sedan,0,Qara,Digər,No,122400.0,3.0,340.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,False
8845,Bakı,Avtomat,BMW,Arxa,428,Xeyr,2015,247000,5,Liftbek,0,Qara,Amerika,No,35000.0,2.0,245.0,Benzin,False,True,True,True,True,True,True,True,True,True,True,True,False
8846,Bakı,Mexaniki,Mercedes,Arxa,Sprinter 315,Xeyr,2007,215520,2,Furqon,2,Ağ,Digər,No,26300.0,2.2,150.0,Dizel,True,False,False,False,True,False,False,False,True,False,True,False,False
8847,Astara,Avtomat,Mercedes,Ön,B 170,Xeyr,2006,178700,5,"Hetçbek, ",2,Ağ,Yaponiya,No,12500.0,1.7,116.0,Benzin,True,False,True,False,True,False,True,False,True,True,True,False,False
8849,Bakı,Avtomat,Changan,Ön,Uni-V,Xeyr,2023,38400,5,Liftbek,1,Ağ,Digər,No,53632.0,1.5,347.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,True
8850,Bakı,Mexaniki,Fiat,Ön,Doblo,Xeyr,2011,117000,2,Furqon,1,Tünd qırmızı,Avropa,No,14900.0,1.3,90.0,Dizel,True,True,True,False,True,True,True,False,False,True,True,True,False
8852,Bakı,Avtomat,Hyundai,Ön,Sonata,Xeyr,2010,171824,5,Sedan,2,Qara,Rəsmi diler,No,22700.0,2.0,165.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
8853,Bakı,Avtomat,Mercedes,Ön,CLA 250,Xeyr,2015,180000,5,Sedan,0,Qara,Digər,No,34850.0,2.0,211.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
8854,Bakı,Avtomat,Mercedes,Arxa,C 200,Xeyr,2001,174000,4,Sedan,2,Yaşıl,Avropa,No,11400.0,2.0,163.0,Benzin,True,False,False,False,False,False,False,False,True,False,False,False,False
8857,Bakı,Avtomat,Mercedes,Arxa,S 550,Xeyr,2005,290000,5,Sedan,2,Qara,Digər,No,26000.0,5.5,388.0,Benzin,True,True,True,True,True,True,True,True,True,True,False,True,True
8858,Bakı,Avtomat,Hyundai,Ön,Sonata,Xeyr,2010,244500,5,Sedan,2,Ağ,Rəsmi diler,No,20000.0,2.4,178.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,False
8860,Bakı,Avtomat,Kia,Ön,Rio,Xeyr,2021,20600,5,Sedan,2,Boz,Rəsmi diler,No,31500.0,1.6,123.0,Benzin,True,True,True,False,True,True,True,False,True,True,False,True,False
8862,Bakı,Mexaniki,KamAz,Arxa,53212,Xeyr,1991,222222,5,Yük maşını,2,Ağ,Digər,No,19500.0,11.0,191.0,Dizel,False,False,False,False,False,False,False,False,False,False,False,False,False
8863,Bakı,Avtomat,Toyota,Tam,RAV4,Xeyr,2021,27300,5,Offroader ,1,Boz,Amerika,No,50150.0,2.5,218.0,Hibrid,False,False,False,False,False,False,False,False,False,False,False,False,False
8864,Quba,Mexaniki,LADA (VAZ),Arxa,2107,Xeyr,2010,658345,5,Sedan,0,Qara,Rusiya,No,6500.0,1.6,75.0,Benzin,True,True,False,False,False,False,True,False,False,False,False,False,False
8865,Şəki,Avtomat,BMW,Arxa,320,Xeyr,2003,175138,5,Sedan,0,Gümüşü,Digər,No,14900.0,2.2,170.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
8866,Bakı,Mexaniki,Yamaha,Arxa,MT-15,Bəli,2023,0,5,Motosiklet,0,Mavi,Digər,Yes,5999.0,0.2,18.0,Benzin,False,False,False,False,True,False,False,False,False,False,False,False,False
8868,Bakı,Reduktor,Nissan,Ön,Ariya,Bəli,2024,0,5,Offroader ,0,Boz,Digər,Yes,54230.0,0.0,242.0,Elektro,True,True,True,False,True,True,True,True,True,True,True,True,False
8869,Bakı,Avtomat,BMW,Arxa,520,Xeyr,2022,22500,5,Sedan,2,Boz,Rəsmi diler,Yes,94820.9,2.0,184.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
8870,Sumqayıt,Avtomat,Hyundai,Arxa,Genesis Coupe,Xeyr,2010,293000,4,Kupe,2,Sarı,Koreya,No,15500.0,2.0,213.0,Benzin,True,True,True,True,True,True,False,True,True,False,True,True,False
8872,Bakı,Avtomat,Ford,Arxa,Ranger,Xeyr,2023,10000,5,"Pikap, ikiqat kabin",1,Qara,Avropa,No,139400.0,2.0,205.0,Dizel,True,True,True,False,True,True,True,False,True,True,True,True,False
8875,Bakı,Avtomat,Ford,Arxa,Mustang,Xeyr,2018,150000,5,Kupe,0,Göy,Digər,No,36500.0,2.3,317.0,Benzin,True,True,True,False,True,False,True,False,True,True,True,False,False
8876,Bakı,Avtomat,Hyundai,Ön,Elantra,Xeyr,2023,4200,5,Sedan,1,Qara,Amerika,No,39950.0,1.6,183.0,Hibrid,False,False,False,False,False,False,False,False,False,False,False,False,False
8877,Bakı,Avtomat,Land Rover,Tam,Discovery,Xeyr,2007,278649,5,Offroader ,2,Qara,Avropa,No,24800.0,2.7,190.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
8895,Bakı,Avtomat,Hyundai,Ön,Sonata,Xeyr,2014,180000,5,Sedan,2,Ağ,Amerika,No,21200.0,2.0,274.0,Benzin,True,True,True,True,True,True,False,True,True,True,False,True,False
8896,Bakı,Mexaniki,Daewoo,Ön,Nexia,Xeyr,2005,209000,5,Sedan,3,Tünd qırmızı,Koreya,No,5300.0,1.5,90.0,Benzin,True,True,False,False,False,False,False,False,False,False,False,False,False
8897,Bakı,Mexaniki,Chevrolet,Ön,Epica,Xeyr,2006,287400,5,Sedan,2,Ağ,Rəsmi diler,No,8700.0,2.0,143.0,Benzin,True,True,True,False,True,False,True,False,True,True,False,False,False
8899,Bakı,Avtomat,Land Rover,Tam,Range Rover,Xeyr,2018,99000,5,Offroader ,1,Qara,Digər,No,121550.0,3.0,249.0,Dizel,False,False,False,False,False,False,False,False,False,False,False,False,False
8900,Bakı,Mexaniki,LADA (VAZ),Arxa,2107,Xeyr,2003,77531,5,Sedan,1,Ağ,Rusiya,No,5500.0,1.6,75.0,Benzin,True,False,False,False,False,False,False,False,False,False,False,False,False
8901,Astara,Mexaniki,Mercedes,Arxa,190,Xeyr,1990,27000,4,Sedan,2,Qara,Avropa,No,2800.0,2.0,122.0,Benzin,True,True,False,False,True,False,True,True,False,False,False,False,True
8905,Bakı,Avtomat,Mercedes,Arxa,E 300 e,Xeyr,2022,34000,5,Sedan,0,Yaş Asfalt,Avropa,Yes,84150.0,2.0,320.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,True
8907,Gəncə,Avtomat,BMW,Arxa,528,Xeyr,2016,101000,5,Sedan,1,Ağ,Amerika,No,34000.0,2.0,262.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,False
8908,Xırdalan,Avtomat,BMW,Arxa,530,Xeyr,2012,218000,5,Sedan,2,Qara,Avropa,No,36380.0,3.0,272.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
8909,Bakı,Avtomat,Kia,Ön,Cerato,Xeyr,2016,123000,5,Sedan,2,Qara,Amerika,No,23400.0,2.0,150.0,Benzin,False,False,False,False,False,False,False,False,False,True,False,False,False
8910,Bakı,Avtomat,Mercedes,Tam,GLE 450 AMG 4MATIC,Xeyr,2021,28500,5,Offroader ,1,Qara,Rəsmi diler,No,146200.0,3.0,367.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
8911,Bakı,Avtomat,Mitsubishi,Tam,Outlander,Xeyr,2012,278000,5,Offroader ,2,Gümüşü,Rəsmi diler,No,17500.0,3.0,233.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,False
8912,Bakı,Avtomat,Mercedes,Arxa,C 180,Xeyr,1997,350000,5,Sedan,2,Gümüşü,Digər,No,9700.0,1.8,122.0,Benzin,False,True,False,False,False,False,False,False,True,True,False,False,False
8913,Bakı,Avtomat,Mercedes,Tam,G 63 AMG,Xeyr,2019,6181,5,Offroader ,1,Qara,Avropa,No,400350.0,4.0,585.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
8928,Bakı,Avtomat,Mazda,Ön,CX-7,Xeyr,2007,195000,5,Offroader ,2,Boz,Digər,No,12500.0,2.3,238.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
8929,Bakı,Mexaniki,LADA (VAZ),Ön,Priora,Xeyr,2015,210000,5,Sedan,2,Ağ,Digər,No,13100.0,1.6,106.0,Benzin,True,True,False,True,True,True,True,False,True,True,True,True,True
8930,Bakı,Avtomat,Volkswagen,Ön,Golf,Xeyr,1997,278000,5,"Hetçbek, ",2,Göy,Digər,No,3700.0,1.6,101.0,Benzin,False,True,False,False,True,False,False,False,True,False,False,False,False
8931,Bakı,Avtomat,Infiniti,Tam,FX35,Xeyr,2006,178000,5,Offroader ,0,Qara,Avropa,No,17000.0,3.5,280.0,Benzin,True,True,True,False,True,True,True,True,True,False,True,True,True
8932,Naxçıvan,Avtomat,BMW,Arxa,328,Xeyr,2015,188000,5,Sedan,2,Tünd qırmızı,Amerika,No,26700.0,2.0,245.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,False,False
8940,Bakı,Reduktor,Toyota,Ön,bZ3,Bəli,2024,0,5,Sedan,0,Boz,Çin,Yes,39933.0,0.0,184.0,Elektro,True,True,True,True,True,True,True,True,True,True,True,True,False
8942,Bakı,Avtomat,BMW,Arxa,525,Xeyr,2006,300000,5,Sedan,2,Qara,Dubay,No,18500.0,2.5,218.0,Benzin,True,True,True,False,True,True,True,True,True,False,True,False,True
8945,Bakı,Avtomat,Hyundai,Ön,Sonata,Xeyr,2020,83000,5,Sedan,2,Qara,Amerika,No,37910.0,1.6,183.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
8946,Bakı,Avtomat,Hyundai,Ön,Accent,Xeyr,2001,365435,5,Sedan,1,Göy,Amerika,No,5900.0,1.6,105.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
8949,Bakı,Avtomat,Chevrolet,Ön,Cobalt,Xeyr,2022,20400,5,Sedan,1,Yaş Asfalt,Rəsmi diler,No,21500.0,1.5,105.0,Benzin,True,True,True,False,True,True,False,False,True,True,False,False,True
8974,Bakı,Variator,Toyota,Ön,Aqua,Xeyr,2015,71000,5,"Hetçbek, ",0,Ağ,Digər,Yes,18500.0,1.5,73.0,Hibrid,True,False,False,False,True,True,True,False,True,True,True,False,False
8980,Bakı,Avtomat,Lexus,Ön,ES 300h,Xeyr,2022,21500,5,Sedan,1,Göy,Amerika,No,69190.0,2.5,200.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
8985,Bakı,Avtomat,Mercedes,Arxa,ML 350,Xeyr,2006,305000,5,Offroader ,2,Qara,Amerika,No,16900.0,3.5,272.0,Benzin,True,False,True,False,False,True,False,True,True,True,True,False,True
9010,Bakı,Avtomat,Voyah,Tam,Free,Bəli,2024,0,5,Offroader ,0,Qara,Digər,Yes,74630.0,1.5,490.0,Plug-in Hibrid,False,False,False,False,False,False,False,False,False,False,False,False,False
9011,Bakı,Avtomat,Mercedes,Tam,GLE 450 4MATIC,Xeyr,2020,40000,5,Offroader ,1,Qara,Rəsmi diler,Yes,131750.0,3.0,367.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
9016,Bakı,Avtomat,BMW,Arxa,530,Xeyr,2019,81200,5,Sedan,2,Qara,Digər,No,65450.0,2.0,249.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,False
9017,Bakı,Avtomat,Lexus,Ön,GX 470,Xeyr,2006,218000,7,Offroader ,1,Qara,Avropa,No,28700.0,4.7,263.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
9019,Bakı,Avtomat,Hyundai,Ön,Grandeur,Xeyr,2014,196000,5,Sedan,2,Qara,Koreya,No,31500.0,2.4,180.0,Benzin,False,False,True,True,True,True,True,True,True,True,False,True,True
9048,Bakı,Avtomat,Mercedes,Arxa,S 500,Xeyr,2014,42700,5,Sedan,2,Ağ,Rəsmi diler,Yes,96520.9,4.7,455.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
9057,Bakı,Avtomat,Dodge,Tam,Durango,Xeyr,2017,163000,7,Offroader ,1,Qara,Rəsmi diler,No,60010.0,3.6,290.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
9076,Bakı,Mexaniki,LADA (VAZ),Arxa,2107,Xeyr,2006,94817,5,Sedan,2,Ağ,Rusiya,No,5500.0,1.6,75.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
9078,Bakı,Avtomat,Land Rover,Tam,Range Rover,Xeyr,2011,160000,5,Offroader ,2,Qara,Avropa,No,39950.0,5.0,510.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
9079,Bakı,Avtomat,BMW,Tam,X3,Xeyr,2015,96000,5,Offroader ,1,Göy,Amerika,No,32500.0,2.0,245.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
9080,Bakı,Avtomat,BMW,Tam,X7,Xeyr,2023,6200,5,Offroader ,2,Boz,Rəsmi diler,Yes,209950.0,3.0,380.0,Benzin,True,True,True,True,True,True,False,True,True,True,True,True,True
9081,Bakı,Avtomat,Toyota,Tam,Land Cruiser Prado,Xeyr,2009,258000,7,Offroader ,2,Qara,Avropa,No,37000.0,2.7,163.0,Benzin,True,True,True,False,True,True,True,True,True,False,True,False,False
9082,Bakı,Reduktor,Li Auto,Tam,L9,Bəli,2024,0,6,Offroader ,0,Qara,Çin,Yes,116450.0,1.5,449.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,False
9088,Bakı,Reduktor,Honda,Tam,e:NP1,Xeyr,2022,32463,5,Offroader ,1,Ağ,Rəsmi diler,No,38000.0,0.0,204.0,Elektro,True,True,True,True,True,True,True,True,True,True,True,True,True
