,Şəhər,Sürətlər qutusu,Marka,Ötürücü,Model,Yeni,Buraxılış ili,Yürüş,Yerlərin sayı,Ban növü,Sahiblər,Rəng,Hansı bazar üçün yığılıb,Avtosalon,price,Motor,At gücü,Yanacaq,Yüngül lehimli disklər,Mərkəzi qapanma,Dəri salon,Oturacaqların ventilyasiyası,ABS,Park radarı,Ksenon lampalar,Lyuk,Kondisioner,Arxa görüntü kamerası,Yağış sensoru,Oturacaqların isidilməsi,Yan pərdələr
1608,Bakı,Avtomat,Mercedes,Arxa,E 300 e,Bəli,2024,0,5,Sedan,0,Göy,Avropa,Yes,161498.3,2.0,320.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,True
1609,Bakı,Variator,Toyota,Ön,Prius,Bəli,2023,95,4,Liftbek,1,Boz,Amerika,No,61200.0,2.0,150.0,Hibrid,True,True,True,False,True,True,True,False,True,True,True,True,False
1610,Bakı,Avtomat,Mercedes,Arxa,S 500,Xeyr,2014,131230,5,Sedan,0,Qara,Rəsmi diler,No,79730.0,4.7,455.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1611,Gəncə,Avtomat,Hyundai,Ön,Sonata,Xeyr,2013,141000,5,Sedan,1,Qara,Rəsmi diler,No,23200.0,2.0,165.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
1612,Bakı,Avtomat,BMW,Tam,X7,Xeyr,2019,51000,7,Offroader ,1,Qara,Rəsmi diler,No,161498.3,4.4,530.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1613,Bakı,Mexaniki,LADA (VAZ),Tam,Niva,Bəli,2023,0,5,Offroader ,0,Qara,Rəsmi diler,Yes,23700.0,1.7,83.0,Benzin,True,False,False,False,False,False,False,False,True,False,False,True,False
1614,Bakı,Avtomat,Toyota,Tam,Land Cruiser,Xeyr,2018,146000,7,Offroader ,1,Göy,Rəsmi diler,No,95200.0,4.0,282.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
1615,Bakı,Avtomat,Mercedes,Arxa,C 220 d,Xeyr,1999,185001,5,Sedan,2,Gümüşü,Digər,No,10510.0,2.2,150.0,Dizel,True,False,False,False,True,False,False,False,True,False,False,False,False
1616,Bakı,Avtomat,Land Rover,Tam,Discovery,Xeyr,2019,78800,7,Offroader ,0,Qara,Amerika,No,73950.0,3.0,340.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,False
1617,Bakı,Avtomat,Chevrolet,Ön,Cruze,Xeyr,2012,170555,5,Sedan,1,Qızılı,Amerika,No,11000.0,1.4,141.0,Benzin,True,True,True,False,True,True,False,False,True,False,True,True,True
1618,Bakı,Avtomat,BMW,Tam,X5,Xeyr,2014,128000,5,Offroader ,2,Ağ,Amerika,No,53550.0,3.0,306.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
1619,Bakı,Avtomat,Hyundai,Ön,Avante,Xeyr,2015,163000,5,Sedan,1,Boz,Koreya,No,25000.0,1.6,115.0,Dizel,False,True,True,True,True,True,True,False,True,True,True,True,True
1620,Sumqayıt,Avtomat,Infiniti,Tam,FX35,Xeyr,2005,240000,5,Offroader ,2,Qara,Rəsmi diler,No,14700.0,3.5,280.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1621,Bakı,Reduktor,ZEEKR,Tam,001,Bəli,2024,0,5,Liftbek,0,Boz,Digər,Yes,214200.0,0.0,1265.0,Elektro,True,True,True,True,True,True,True,True,True,True,True,True,True
1622,Bakı,Avtomat,Land Rover,Tam,Range Rover,Xeyr,2020,34300,5,Offroader ,0,Yaş Asfalt,Digər,Yes,146200.0,2.0,404.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,True
1623,Bakı,Avtomat,Nissan,Ön,March,Xeyr,2016,39000,5,"Hetçbek, ",0,Gümüşü,Digər,Yes,14200.0,1.2,79.0,Benzin,True,True,False,False,True,True,False,False,True,True,True,False,False
1624,Bakı,Reduktor,ZEEKR,Tam,001,Bəli,2024,0,5,Liftbek,0,Qara,Çin,Yes,79050.0,0.0,789.0,Elektro,True,True,True,True,True,True,True,True,True,True,True,True,False
1625,Bakı,Avtomat,Volkswagen,Ön,Jetta,Xeyr,2017,133000,5,Sedan,2,Bej,Amerika,No,20300.0,1.4,150.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,False,True
1626,Bakı,Variator,Honda,Ön,Accord,Xeyr,2023,7000,5,Sedan,2,Qara,Amerika,No,54400.0,2.0,212.0,Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,True
1627,Bakı,Avtomat,Land Rover,Tam,Range Rover,Xeyr,2014,140000,5,Offroader ,1,Qara,Amerika,No,77520.0,3.0,340.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1628,Şəki,Avtomat,Hyundai,Ön,i30,Xeyr,2010,245000,5,"Universal, ",1,Qara,Avropa,No,16700.0,1.6,100.0,Benzin,True,True,False,False,True,True,False,True,True,False,False,False,False
1629,Bakı,Avtomat,BMW,Arxa,740,Xeyr,1999,300000,4,Sedan,3,Ağ,Digər,No,15500.0,4.4,286.0,Benzin,False,True,True,False,True,True,True,True,True,True,True,False,False
1630,Bakı,Avtomat,Land Rover,Tam,Range Rover,Xeyr,2015,156000,5,Offroader ,2,Ağ,Digər,No,88400.0,3.0,340.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1631,Bakı,Mexaniki,Suzuki,Arxa,GSX-S1000F,Xeyr,2019,14000,2,Motosiklet,0,Qara,Digər,No,22950.0,1.0,145.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
1632,Bakı,Avtomat,Lexus,Tam,LX 570,Xeyr,2012,123000,7,Offroader ,2,Qara,Rəsmi diler,No,69700.0,5.7,383.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1652,Bakı,Avtomat,Nissan,Ön,Tiida,Xeyr,2007,250000,5,"Hetçbek, ",2,Qara,Avropa,No,10800.0,1.6,110.0,Benzin,True,True,False,True,True,False,False,False,True,False,False,False,False
1653,Bakı,Mexaniki,LADA (VAZ),Tam,Niva,Xeyr,2015,171298,5,Offroader ,2,Göy,Digər,No,12600.0,1.7,81.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
1654,Bakı,Avtomat,Ford,Ön,Mustang,Xeyr,2017,110000,5,Kupe,2,Göy,Amerika,No,27300.0,2.3,317.0,Benzin,True,True,True,True,True,True,True,False,True,True,True,True,True
1655,Mingəçevir,Mexaniki,LADA (VAZ),Ön,Priora,Xeyr,2014,157544,5,"Hetçbek, ",2,Ağ,Rusiya,No,12000.0,1.6,106.0,Benzin,True,True,False,False,True,True,True,False,True,True,True,True,False
1656,Bakı,Avtomat,Kia,Ön,Optima,Xeyr,2016,155302,5,Sedan,1,Qara,Amerika,No,30500.0,2.0,245.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
1658,Bakı,Avtomat,Changan,Arxa,Deepal S7,Bəli,2024,0,5,Offroader ,0,Qara,Digər,Yes,49980.0,1.5,238.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,False
1659,Bakı,Avtomat,Voyah,Tam,Free,Bəli,2024,0,5,Offroader ,0,Yaşıl,Digər,Yes,74630.0,1.5,490.0,Plug-in Hibrid,False,False,False,False,False,False,False,False,False,False,False,False,False
1660,Bakı,Avtomat,Hyundai,Ön,Tucson,Xeyr,2014,109000,5,Offroader ,2,Gümüşü,Koreya,Yes,27900.0,2.0,184.0,Dizel,True,True,True,False,False,True,False,False,True,True,False,True,False
1661,Biləsuvar,Avtomat,Mercedes,Arxa,E 500,Xeyr,2002,212000,5,Sedan,2,Qara,Avropa,No,17400.0,5.0,306.0,Benzin,True,True,True,True,True,True,True,True,True,False,True,True,True
1662,Bakı,Avtomat,Toyota,Ön,Camry,Xeyr,2019,144000,5,Sedan,1,Qara,Rəsmi diler,No,50490.0,2.5,181.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
1663,Bakı,Mexaniki,Mercedes,Arxa,Axor 1840,Xeyr,2006,500091,5,Dartqı,0,Göy,Digər,No,62000.0,1.2,400.0,Dizel,False,False,False,False,False,False,False,False,True,False,False,False,False
1664,Naftalan,Mexaniki,Mercedes,Arxa,E 220 d,Xeyr,2000,333666,5,Sedan,2,Boz,Digər,No,13900.0,2.2,143.0,Dizel,False,False,False,False,False,False,False,False,False,False,False,False,False
1666,Bakı,Avtomat,BMW,Arxa,330e,Xeyr,2022,40000,5,"Universal, ",1,Yaş Asfalt,Rəsmi diler,No,74460.0,2.0,292.0,Plug-in Hibrid,True,True,False,True,True,True,True,True,True,True,True,True,True
1667,Bakı,Avtomat,Ford,Ön,Fusion (North America),Xeyr,2019,130000,5,Sedan,2,Yaş Asfalt,Amerika,No,22000.0,1.5,181.0,Benzin,False,True,False,False,True,True,True,False,True,True,False,False,False
1668,Sumqayıt,Mexaniki,Toyota,Ön,Corolla,Xeyr,2005,241233,5,"Hetçbek, ",2,Qara,Digər,No,14900.0,1.4,90.0,Dizel,True,True,False,False,True,False,False,False,True,True,True,False,False
1687,Bakı,Avtomat,Volkswagen,Tam,Tiguan,Xeyr,2010,265000,5,Offroader ,2,Qara,Avropa,No,13500.0,2.0,170.0,Benzin,True,True,False,False,True,True,False,False,True,False,False,True,False
1688,Bakı,Avtomat,Mercedes,Arxa,C 230,Xeyr,1996,320000,5,Sedan,2,Ağ,Digər,No,10300.0,2.3,150.0,Benzin,True,True,True,True,True,False,True,True,True,True,True,False,True
1689,Bakı,Avtomat,Hyundai,Ön,Tucson,Xeyr,2014,160000,5,Offroader ,1,Ağ,Koreya,No,26500.0,2.0,184.0,Dizel,True,True,True,True,True,True,True,False,True,True,True,True,False
1690,Bakı,Avtomat,BMW,Arxa,528,Xeyr,2013,214000,5,Sedan,2,Yaş Asfalt,Amerika,No,26400.0,2.0,245.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,False
1692,Bakı,Avtomat,Peugeot,Ön,607,Xeyr,2005,225000,5,Sedan,2,Qara,Digər,No,9500.0,3.0,211.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
1693,Bakı,Mexaniki,DongFeng,Tam,Rich 6,Bəli,2024,0,5,"Pikap, ikiqat kabin",0,Mavi,Avropa,Yes,52900.0,2.5,160.0,Dizel,True,True,True,False,True,True,False,False,True,True,True,False,False
1694,Sumqayıt,Avtomat,Kia,Ön,Sportage,Bəli,2024,0,5,Offroader ,0,Yaş Asfalt,Digər,Yes,53900.0,2.0,152.0,Benzin,True,True,False,False,True,True,False,True,True,True,False,True,False
1695,Bakı,Avtomat,GAC,Ön,Emkoo,Bəli,2024,0,5,Offroader ,0,Mavi,Rəsmi diler,Yes,43900.0,1.5,177.0,Benzin,True,True,True,True,True,True,False,False,True,True,True,False,False
1696,Bakı,Avtomat,Toyota,Tam,Highlander,Bəli,2024,0,7,Offroader ,0,Qara,Digər,Yes,91290.0,2.5,249.0,Hibrid,True,True,True,False,True,True,True,True,True,True,True,False,True
1697,Bakı,Avtomat,Lexus,Ön,ES 300h,Bəli,2023,0,5,Sedan,0,Yaş Asfalt,Amerika,No,74800.0,2.5,215.0,Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,False
1699,Bakı,Avtomat,Mitsubishi,Tam,Pajero io,Xeyr,2003,301000,5,Offroader ,2,Ağ,Avropa,No,11000.0,2.0,169.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1700,Şamaxı,Avtomat,Mercedes,Arxa,C 200,Xeyr,1998,375000,5,Sedan,0,Gümüşü,Avropa,No,12900.0,2.0,136.0,Benzin,True,True,False,False,True,False,False,True,True,False,False,True,False
1701,Bakı,Avtomat,Mercedes,Arxa,E 220 d,Xeyr,2017,148000,5,Sedan,1,Qara,Digər,No,62050.0,2.0,197.0,Dizel,True,True,True,False,True,True,True,True,True,True,True,True,False
1702,Bakı,Avtomat,Hyundai,Tam,Santa Fe,Xeyr,2014,204049,5,Offroader ,2,Qara,Koreya,No,29800.0,2.0,184.0,Dizel,True,True,True,True,True,True,True,False,True,True,True,True,True
1704,Bakı,Avtomat,Kia,Ön,Sorento,Xeyr,2020,45000,5,Offroader ,1,Yaş Asfalt,Koreya,No,66130.0,1.6,230.0,Hibrid,True,True,True,True,True,True,True,False,True,True,True,True,False
1721,Bakı,Avtomat,Hyundai,Tam,Tucson,Xeyr,2017,90000,5,Offroader ,0,Ağ,Rəsmi diler,No,36900.0,2.0,150.0,Benzin,True,True,False,False,True,True,True,True,True,True,True,False,True
1722,Bakı,Avtomat,Mercedes,Arxa,E 250,Xeyr,2018,112000,5,Sedan,1,Yaş Asfalt,Avropa,No,62050.0,2.2,211.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
1724,Bakı,Avtomat,Audi,Tam,Q7,Xeyr,2021,25900,7,Offroader ,1,Qara,Rəsmi diler,No,105400.0,2.0,252.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
1725,Bakı,Avtomat,Kia,Arxa,Stinger,Xeyr,2019,35000,5,Liftbek,0,Yaş Asfalt,Digər,No,47600.0,2.0,248.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
1726,Bakı,Avtomat,Mercedes,Tam,GLA 250 4MATIC,Xeyr,2015,99500,5,Offroader ,2,Qızılı,Avropa,No,35000.0,2.0,211.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
1727,Bakı,Avtomat,Mercedes,Arxa,E 200,Xeyr,1998,384000,4,Sedan,2,Yaşıl,Digər,No,9700.0,2.0,186.0,Benzin,True,True,False,True,True,False,False,True,True,False,True,False,False
1728,Bakı,Avtomat,Land Rover,Ön,Range Rover,Xeyr,2008,188350,5,Offroader ,1,Ağ,Avropa,Yes,32500.0,4.2,396.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
3457,Bakı,Avtomat,Mercedes,Tam,S 500 4MATIC,Xeyr,2022,59000,5,Sedan,0,Qara,Rəsmi diler,Yes,212500.0,3.0,435.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
3458,Bakı,Mexaniki,Mitsubishi,Arxa,L200,Bəli,2021,0,5,"Pikap, ikiqat kabin",0,Ağ,Digər,Yes,41650.0,2.4,154.0,Benzin,True,True,False,False,True,False,False,False,True,False,True,False,False
3459,Bakı,Avtomat,Mercedes,Tam,GLC 250 Coupe,Xeyr,2017,37355,5,SUV Kupe,2,Qara,Avropa,Yes,90100.0,2.0,211.0,Benzin,True,False,True,False,True,True,True,False,True,True,True,True,False
3461,Bakı,Avtomat,Hyundai,Ön,Elantra,Xeyr,2018,95000,5,Sedan,2,Boz,Digər,No,26500.0,2.0,150.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
3462,Bakı,Avtomat,Toyota,Ön,Camry,Xeyr,2014,201000,5,Sedan,3,Qara,Rəsmi diler,No,34300.0,2.5,181.0,Benzin,True,True,False,False,True,True,True,False,True,True,False,True,False
3463,Bakı,Avtomat,Audi,Tam,A5,Xeyr,2013,105000,5,Kupe,2,Boz,Avropa,No,29750.0,2.0,225.0,Benzin,True,True,True,True,True,True,False,True,True,True,True,True,False
3465,Bakı,Avtomat,BMW,Arxa,328,Xeyr,2012,235000,4,Sedan,3,Boz,Amerika,No,22500.0,2.0,245.0,Benzin,True,True,True,False,True,False,False,True,True,False,True,True,False
3467,Bakı,Avtomat,Porsche,Tam,Cayenne,Xeyr,2011,193989,5,Offroader ,2,Qara,Avropa,No,33660.0,4.8,420.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
3468,Gəncə,Avtomat,Hyundai,Ön,Sonata,Xeyr,2015,96000,5,Sedan,2,Qara,Digər,No,25900.0,2.0,274.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
3493,Bakı,Reduktor,Changan,Ön,Qiyuan A06,Bəli,2023,0,5,Sedan,0,Yaş Asfalt,Digər,Yes,37400.0,1.5,325.0,Plug-in Hibrid,False,False,False,False,False,False,False,False,False,False,False,False,False
3495,Bakı,Avtomat,Land Rover,Tam,Defender,Bəli,2022,0,5,Offroader ,0,Boz,Rəsmi diler,Yes,422110.0,5.0,525.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
3496,Bakı,Variator,Nissan,Ön,Kicks,Bəli,2023,0,5,Offroader ,0,Qara,Digər,Yes,34900.0,1.6,125.0,Benzin,True,True,False,False,True,True,True,False,True,True,False,False,False
3497,Bakı,Avtomat,BMW,Arxa,530,Xeyr,2004,183000,5,Sedan,2,Qara,Digər,No,19000.0,3.0,231.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
3498,Sumqayıt,Avtomat,Mercedes,Arxa,E 200 d,Xeyr,2010,275000,5,Sedan,2,Qara,Avropa,No,23500.0,2.2,136.0,Dizel,True,True,True,False,True,False,True,False,True,False,True,True,False
3499,Bakı,Avtomat,Mercedes,Arxa,E 300,Xeyr,2016,114000,5,Sedan,2,Qara,Avropa,No,62560.0,2.0,245.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
3500,Bakı,Avtomat,Toyota,Ön,Corolla Fielder,Xeyr,2015,89000,5,"Universal, ",1,Ağ,Yaponiya,No,20200.0,1.5,110.0,Hibrid,True,True,True,False,True,True,True,False,True,True,True,False,False
3501,Bakı,Avtomat,Infiniti,Tam,FX35,Xeyr,2004,58000,5,Offroader ,2,Qara,Rəsmi diler,No,18900.0,4.5,350.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
3502,Bakı,Avtomat,Kia,Ön,Sorento,Xeyr,2014,143000,7,Offroader ,1,Ağ,Koreya,No,40000.0,2.0,184.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
3503,Bakı,Mexaniki,Hyundai,Ön,i30,Xeyr,2009,168300,5,"Universal, ",1,Qara,Avropa,No,15900.0,1.6,115.0,Dizel,True,True,True,True,True,True,False,True,True,True,True,True,True
3504,Bakı,Avtomat,Kia,Ön,Sportage,Xeyr,2021,32300,5,Offroader ,1,Boz,Rəsmi diler,No,46500.0,2.0,150.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
3529,Bakı,Avtomat,Volvo,Tam,XC40,Xeyr,2022,11500,5,Offroader ,2,Göy,Avropa,Yes,75064.0,2.0,197.0,Hibrid,True,True,True,False,True,True,True,True,True,True,True,True,False
3531,Bakı,Avtomat,Land Rover,Tam,Range Rover,Bəli,2024,0,5,Offroader ,0,Qara,Rəsmi diler,Yes,384200.0,3.0,400.0,Benzin,True,True,True,True,True,True,False,True,True,True,True,True,True
3532,Bakı,Avtomat,Dodge,Arxa,Charger,Bəli,2023,0,5,Sedan,0,Yaşıl,Rəsmi diler,Yes,106930.0,3.6,292.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
3533,Bakı,Avtomat,Toyota,Tam,Land Cruiser Prado,Xeyr,2011,156000,7,Offroader ,2,Ağ,Dubay,No,42500.0,2.7,163.0,Benzin,True,True,True,False,True,False,True,False,True,True,False,True,False
3534,Bakı,Avtomat,Land Rover,Tam,RR Sport,Xeyr,2015,188000,5,Offroader ,1,Ağ,Digər,No,63500.0,3.0,340.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
3535,Bakı,Avtomat,Audi,Tam,Q7,Xeyr,2011,158000,5,Offroader ,3,Ağ,Rəsmi diler,No,29800.0,3.0,333.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
3536,Bakı,Avtomat,BMW,Tam,X5,Xeyr,2019,54000,5,Offroader ,1,Qara,Amerika,No,98600.0,3.0,340.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
3537,Bakı,Variator,Nissan,Ön,Juke,Xeyr,2014,50500,5,Offroader ,2,Ağ,Rəsmi diler,No,26000.0,1.6,117.0,Benzin,True,True,True,True,True,True,False,False,True,True,True,True,False
3538,Bakı,Avtomat,Mercedes,Ön,GLB 250,Xeyr,2020,49000,5,Offroader ,0,Qara,Digər,No,70550.0,2.0,211.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
3539,Bakı,Avtomat,Kia,Ön,Picanto,Xeyr,2011,156000,5,"Hetçbek, ",3,Bej,Koreya,No,12800.0,1.0,96.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
3540,Bakı,Avtomat,Porsche,Tam,Panamera 4S Executive,Xeyr,2014,130000,5,Liftbek,0,Qara,Rəsmi diler,No,58650.0,3.0,420.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
3565,Bakı,Avtomat,Alfa Romeo,Tam,Stelvio,Bəli,2022,0,5,Offroader ,0,Qara,Digər,Yes,92820.0,2.0,280.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,False
3566,Bakı,Avtomat,Mercedes,Arxa,E 220 d,Xeyr,2015,194000,5,Sedan,2,Yaş Asfalt,Koreya,Yes,38800.0,2.2,170.0,Dizel,True,True,True,False,True,True,True,True,True,False,True,True,False
3567,Bakı,Avtomat,Land Rover,Tam,Range Rover,Xeyr,2018,75000,5,Offroader ,2,Qara,Amerika,Yes,141100.0,3.0,340.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
3569,Bakı,Avtomat,Toyota,Ön,RAV4,Xeyr,2020,41000,5,Offroader ,2,Yaş Asfalt,Avropa,No,49000.0,2.0,175.0,Benzin,True,True,False,False,True,False,True,False,True,True,True,True,False
3570,Bakı,Avtomat,Changan,Ön,Uni-V,Bəli,2024,0,5,Liftbek,0,Yaş Asfalt,Digər,No,36890.0,1.5,335.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,True
3572,Zaqatala,Avtomat,BMW,Arxa,318,Xeyr,1994,278863,5,Sedan,0,Yaşıl,Avropa,No,5900.0,1.8,140.0,Benzin,True,True,False,False,True,False,True,False,True,False,False,False,False
3573,Bakı,Avtomat,Mercedes,Arxa,C 230,Xeyr,1999,320000,5,Sedan,2,Göy,Amerika,No,13000.0,2.3,193.0,Benzin,True,True,False,True,True,True,True,True,True,True,True,False,True
3574,Bakı,Avtomat,BMW,Arxa,320,Xeyr,2000,210000,5,Sedan,2,Gümüşü,Yaponiya,No,9400.0,2.0,150.0,Benzin,True,True,True,False,True,True,False,True,True,True,False,True,False
3601,Bakı,Avtomat,Geely,Ön,Emgrand,Bəli,2024,0,5,Sedan,0,Ağ,Rəsmi diler,Yes,34900.0,1.5,125.0,Benzin,True,True,True,False,True,True,False,True,True,True,False,True,False
3602,Bakı,Avtomat,Bentley,Tam,Bentayga,Xeyr,2023,9000,4,Offroader ,2,Qara,Rəsmi diler,Yes,487900.0,4.0,550.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
3603,Bakı,Robot,Porsche,Tam,Cayenne,Bəli,2023,0,5,Offroader ,0,Ağ,Digər,Yes,230000.0,3.0,353.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
3605,Sumqayıt,Mexaniki,Ford,Arxa,Transit,Xeyr,2011,240000,3,Furqon,1,Ağ,Digər,No,26000.0,2.4,140.0,Dizel,True,True,False,False,True,True,False,False,True,False,True,True,False
3606,Bakı,Avtomat,Hyundai,Arxa,Genesis,Xeyr,2012,201000,5,Sedan,2,Ağ,Rəsmi diler,No,22900.0,3.8,290.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
3607,Bakı,Avtomat,Toyota,Ön,Corolla,Xeyr,2008,119000,5,Sedan,1,Qara,Rəsmi diler,No,21000.0,1.6,124.0,Benzin,True,True,False,False,True,False,False,False,False,False,False,False,False
3608,Bakı,Reduktor,Li Auto,Tam,L6,Bəli,2024,0,5,Offroader ,0,Qara,Çin,No,77350.0,1.5,408.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,True
3609,Bakı,Mexaniki,Daewoo,Ön,Gentra,Xeyr,2014,106111,5,Sedan,3,Ağ,Rəsmi diler,No,11500.0,1.5,107.0,Benzin,True,True,False,False,True,False,False,True,True,True,False,True,False
3610,Bakı,Mexaniki,Ford,Arxa,Transit,Xeyr,1999,267000,8+,Mikroavtobus,2,Gümüşü,Avropa,No,18700.0,2.5,76.0,Dizel,True,False,False,False,True,False,False,False,True,False,False,False,True
3611,Bakı,Avtomat,BMW,Arxa,520,Xeyr,2013,246000,4,"Universal, ",2,Qara,Digər,No,34500.0,2.0,184.0,Dizel,True,True,True,True,True,True,True,True,True,False,True,True,True
3612,Bakı,Avtomat,Mercedes,Arxa,E 240,Xeyr,2003,318500,5,Sedan,0,Gümüşü,Avropa,No,14600.0,2.6,177.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
3637,Bakı,Reduktor,Li Auto,Tam,L7,Bəli,2024,0,5,Offroader ,0,Qara,Çin,Yes,81600.0,1.5,449.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,False
3638,Bakı,Avtomat,Volvo,Tam,XC60,Bəli,2024,0,5,Offroader ,0,Ağ,Rəsmi diler,Yes,109826.0,2.0,254.0,Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,False
3639,Bakı,Avtomat,Hyundai,Ön,Palisade,Xeyr,2019,141000,7,Offroader ,1,Ağ,Koreya,Yes,68850.0,2.2,200.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
3640,Bakı,Avtomat,BMW,Arxa,420,Xeyr,2021,19600,5,Kupe,2,Göy,Rəsmi diler,Yes,72250.0,2.0,211.0,Benzin,True,True,True,False,True,True,True,False,True,True,True,True,False
3641,Bakı,Avtomat,Subaru,Tam,Legacy,Xeyr,2009,272000,5,Sedan,3,Bej,Avropa,No,14800.0,2.5,175.0,Benzin,True,True,True,False,True,False,False,True,True,True,False,True,False
3642,Bakı,Avtomat,Hyundai,Ön,Sonata,Xeyr,2018,79419,5,Sedan,1,Ağ,Amerika,No,30500.0,2.0,245.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
3643,Bakı,Avtomat,Mercedes,Tam,GLC 300 4MATIC Coupe,Xeyr,2019,55155,5,SUV Kupe,1,Qara,Rəsmi diler,No,90950.0,2.0,245.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
3645,Bakı,Avtomat,Maserati,Tam,Ghibli,Xeyr,2014,130000,5,Sedan,2,Qara,Digər,No,51000.0,3.0,410.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
3646,Bakı,Avtomat,Toyota,Tam,Land Cruiser Prado,Xeyr,2013,144000,5,Offroader ,2,Ağ,Avropa,No,52530.0,2.7,163.0,Benzin,True,True,True,True,True,True,True,False,True,True,True,True,False
3648,Bakı,Avtomat,BMW,Tam,528,Xeyr,2014,343000,4,Sedan,1,Ağ,Amerika,No,28000.0,2.0,245.0,Benzin,True,True,True,False,True,True,True,True,True,True,False,True,False
3673,Bakı,Avtomat,Land Rover,Tam,Defender,Xeyr,2020,54000,5,Offroader ,2,Ağ,Rəsmi diler,Yes,135620.9,2.0,240.0,Dizel,True,True,True,False,True,True,True,True,True,True,True,True,False
3674,Bakı,Reduktor,Bestune,Ön,NAT,Bəli,2022,0,5,Minivan,0,Ağ,Avropa,Yes,33150.0,0.0,190.0,Elektro,True,True,True,True,True,True,True,False,True,True,False,True,False
